information,price,notebook_id
"Ноутбук; Производитель: Apple. Операционная система: MacOS Monterey; Диагональ экрана: 14.2""; Яркость: 1000; Разрешение экрана: 3024x1964
Пикс; Тип матрицы: IPS; Производитель процессора: Apple; Тактовая частота: 3.22; Количество ядер: 10; Тип видеокарты:",171990,94
Важная особенность: Создан для игр; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 11300H; ОС Windows: установлена; Обратите внимание: Технология быстрой зарядки; Операционная система: Windows 11 Домашняя,109999,95
"Графический контроллер: Intel UHD Graphics 600; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 2.8 ГГц; Модель процессора: N4020; ОС Windows: не установле",21999,96
"Ноутбук; Производитель: Lenovo. Операционная система: Windows 10 Профессиональная; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.6; Количество ядер:",59999,97
"Ноутбук; Производитель: Prestigio. Операционная система: Windows 10 Профессиональная; Диагональ экрана: 14.1""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: TN; Поверхность: Матовая; Производитель процессора: AMD; Тактовая частота: 1.5; Количество ядер:",24999,98
"Графический контроллер: GeForce RTX 3050 для ноутбуков 4GB; Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 11300H; ОС Windows: не установлена; Объем видеопамяти",69999,99
"Гарантия: 1 год; Гарантия предоставляется: продавцом; Графический процессор ядер: 14; Диагональ/разрешение: 14.2""/3024x1964 пикс.; ЗД для отчета BI/BO: 14.2""/3024x1964 пикс./Apple/M1 Pro/16 ГБ/1 ТБ/macOS; Количество ядер: 10; Операционная система: macOS;",269999,100
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./TN/AMD/Ryzen 5/Radeon Graphics/8 ГБ/512 ГБ/Windows 11 Домашняя; Количество ядер: 6; Кэш-память: 8 МБ; Максимальная тактовая частота: 4 ГГц; Модель процессора: 5500U; ОС Windows: установлена; Опер",54999,101
"Игровой ноутбук; Производитель: Thunderobot. Операционная система: Windows 10 Профессиональная x64; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Поверхность: Матовая; Производитель процессора: AMD; Тактовая частота: 3.2; Количество ядер: 8;",129999,102
"Графический контроллер: GeForce RTX 3050 Ti 4GB; Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 6; Кэш-память: 19 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель: 82K201R0RK; Модель процессора: Ryzen 5 5600H; Объем видеопамяти: 4 ГБ; Опе",89999,103
"Ноутбук; Производитель: HP. Операционная система: Без ОС; Диагональ экрана: 16.1""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2.5; Количество ядер: 12; Тип видеокарты: Диск",114999,104
"Ноутбук; Производитель: Irbis. Операционная система: Windows 10 Домашняя; Диагональ экрана: 14""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип виде",15999,105
"Ноутбук; Производитель: Lenovo. Операционная система: Windows 11 Домашняя x64; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2.4; Количество ядер: 4;",49999,106
"Ноутбук; Производитель: Lenovo. Операционная система: Windows 11 Профессиональная x64; Диагональ экрана: 14""; Яркость: 250; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: TN; Поверхность: Матовая; Производитель процессора: Intel; Частота шины: 400
МГц; Т",59999,107
"Ноутбук; Производитель: HUAWEI. Операционная система: Windows 11 Домашняя; Диагональ экрана: 14""; Разрешение экрана: 2520x1680
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2.54; Количество ядер: 14; Тип",94999,108
"Графический контроллер: Intel Iris Xe Graphics; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/2880x1800 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 11300H; ОС Windows: установлена; Оп",74999,109
